title,artist,id,source,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Good Day,Yellow Claw,6hJSH3jS9jG6khVclppBJw,N,0.547,0.886,0.0308,0.000619,0.000232,0.193,0.294,145.055,0
The Trade,Tory Lanez,5SmcY20OEtd8TzkbdSpEEz,N,0.629,0.436,0.0309,0.0326,0.182,0.0897,0.551,124.002,0
Something Bout Me,Key Glock,3Wqs6XFKsKcTjaWhmB8VCP,N,0.75,0.714,0.134,0.00296,0.000113,0.137,0.254,160.036,0
You Could Be,R3Hab,4GprZcKZ8U6GBMXWVmkkWX,N,0.593,0.819,0.317,0.234,2.76e-05,0.229,0.806,122.864,4
Wings,Mac Miller,4D40ZlFAWsvX7lua1Kablh,N,0.504,0.739,0.0316,0.0179,0.08,0.0949,0.417,128.918,0
Dancing With Our Hands Tied,Taylor Swift,6ppefZt5uQ62aHAfSa1Jx9,N,0.834,0.586,0.0267,0.439,0.083,0.102,0.878,102.048,1
Bandido,Anuel Aa,3FiuYGuoADvGBeARUH3XXh,N,0.713,0.617,0.0887,0.122,0.0,0.0962,0.682,168.021,1
Ave Maria,Michael Bublé,1j9HwUMSkRUeVFRWlHcFsy,N,0.35,0.403,0.0279,0.786,0.0,0.12,0.201,104.957,5
Otro Trago  Remix,Sech,27RSJHEA99Y0Vsow7nA37A,N,0.816,0.71,0.0398,0.165,0.0,0.292,0.784,93.02,1
Robbery,Juice Wrld,13gNHYmqe9E5OFyjFqOCLv,N,0.539,0.865,0.0558,0.571,0.919,0.117,0.77,160.913,6
Mamiii,Becky G,46Lqs8FqqomRGmRmpm1Adx,N,0.732,0.944,0.0497,0.0204,0.134,0.0733,0.655,121.024,1
All Around Me,Justin Bieber,43XwaUvFtrASuRdaxDeJKo,N,0.074,0.231,0.0408,0.0534,0.774,0.423,0.337,176.931,6
Get Out,Chvrches,4WRdovPCOF0Z1myvMRSLbx,N,0.683,0.876,0.0392,0.163,0.0,0.0778,0.369,169.975,0
American Kids,Kenny Chesney,57I7CUbXo4XlWuTVB8pXW6,N,0.532,0.842,0.0503,0.0409,0.0,0.217,0.67,90.187,1
Light Switch,Charlie Puth,3AVXwaOGCEL8cmBecfcsFJ,N,0.69,0.626,0.306,0.105,0.000335,0.0881,0.912,184.009,4
Here For You,Kygo,5LV30UwGT11yKaKUZY4Fh0,N,0.518,0.444,0.0455,0.375,0.0158,0.108,0.491,104.809,5
Volando  Remix,Mora,3l9YiADzNmEvBfZVPEF49F,N,0.455,0.592,0.227,0.45,1.03e-06,0.116,0.512,134.025,0
Dip,Tyga,2qfR91VvO7hRp4IajDT08h,N,0.885,0.543,0.2,0.0311,0.0,0.154,0.43,99.026,4
Girl At Home (Taylor'S Version),Taylor Swift,4bqrjgXonyic14rwimeAV8,N,0.702,0.583,0.0417,0.31,0.893,0.103,0.521,125.005,6
"Have Yourself A Merry Little Christmas  ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,1Gfdx16f0aOZ70Tm2Z0Lne,N,0.182,0.14,0.0347,0.965,0.00183,0.113,0.0941,162.701,5
Hide,Juice Wrld,0hJS3EHWC4uL9sJ52ErpoN,N,0.799,0.497,0.141,0.0745,1.28e-05,0.174,0.488,115.157,1
Love Is So Sweet,Missing Seoul,7ASI5HIduegnpd0mMZXoja,N,0.733,0.52,0.2,0.00204,0.00651,0.5,0.362,88.023,3
Palace,A$Ap Rocky,0fgqddAFPRBtdWA6AHWSi7,N,0.715,0.183,0.0581,0.504,0.873,0.109,0.456,130.003,2
Light It Up,Major Lazer,5w3NgfV8v1nNZFLUBlGHIL,N,0.608,0.928,0.0883,0.133,0.0,0.103,0.738,130.012,1
Hymn For The Weekend,Coldplay,7iXr5Ke8gBteNYwNe0UENp,N,0.491,0.693,0.0377,0.211,6.92e-06,0.325,0.412,90.027,0
No Heart,21 Savage,5SWnsxjhdcEDc7LJjq9UHk,N,0.819,0.626,0.202,0.00748,0.101,0.167,0.415,143.01,4
Uno,Ambjaay,1ucAgkQ4EQDCSXQ2kEk99k,N,0.836,0.909,0.0735,0.00204,0.00316,0.057,0.788,142.056,1
Blame It On Me,Post Malone,6bsGUcHX3dlouSNvMYH8Pk,N,0.719,0.441,0.172,0.359,0.0,0.163,0.504,133.019,4
Untitled 02 | 06.23.2014.,Kendrick Lamar,3V8vWoCbKbfjNrPaQ4YtSg,N,0.461,0.62,0.496,0.321,0.0,0.151,0.422,153.941,4
10 Things I Hate About You,Leah Kate,1uDzgImhGMRapgPo1IW45Z,N,0.544,0.786,0.0501,0.00991,0.0,0.169,0.446,153.967,0
Surround Sound,Jid,5UDKzTapqM3vTnDPwx4RRk,N,0.574,0.567,0.465,0.164,0.0,0.258,0.526,75.965,4
Nevada,Youngboy Never Broke Again,0oPpchtgx4hZ2J246g5mqn,N,0.773,0.602,0.173,0.424,0.0,0.125,0.553,82.055,1
Sleigh Ride,The Ronettes,1CBg1D0t4FMLbco3posN7b,N,0.528,0.772,0.0288,0.403,2.52e-06,0.316,0.852,91.735,1
O Holy Night,Mariah Carey,6JY1Bv099vhkeAHuSjNlQJ,N,0.194,0.343,0.0307,0.834,0.000781,0.0934,0.0745,87.919,5
Night Changes,One Direction,6yUNcknEpIg92uh38iAfdM,N,0.59,0.585,0.0418,0.283,0.0,0.0811,0.412,123.496,0
Kilby Girl,The Backseat Lovers,2QcFEjwJ86jbvf5Cnu8kRI,N,0.659,0.396,0.0837,0.269,0.0212,0.115,0.321,166.032,0
The Ways,Khalid,0XUHYxHOOctkSXReILAaJV,N,0.62,0.282,0.0464,0.694,0.0,0.119,0.193,124.609,5
Face Off,Tech N9Ne,1AJx5jJQy9pKKxcnHm85RY,N,0.782,0.835,0.283,0.281,0.0,0.459,0.527,80.014,3
Hand Me Downs,Mac Miller,1YIy56OJyVpuzoTQYiqkpg,N,0.677,0.33,0.149,0.474,0.000871,0.064,0.336,68.985,5
Goodbye,Billie Eilish,7hakBrWzzouKXpopdzq9DI,N,0.369,0.322,0.036,0.675,0.000557,0.101,0.0495,164.677,5
$$$  With Matt Ox,Xxxtentacion,2ZRo7axmMPeSVUvDbGkJah,N,0.592,0.457,0.0603,0.661,0.000331,0.146,0.225,146.04,5
Element.,Kendrick Lamar,0uDkMysGvPYWqb2UHOi6Zx,N,0.798,0.784,0.309,0.185,0.0,0.312,0.614,120.066,4
Steam,Leon Bridges,492qpI86SOiINzPTik37u5,N,0.541,0.831,0.0369,0.00407,0.915,0.46,0.943,110.232,6
Im Gonna Be,Post Malone,66S14BkJDxgkYxLl5DCqOz,N,0.851,0.551,0.0396,0.151,0.0,0.0827,0.807,131.922,1
Halley'S Comet,Billie Eilish,3G4Zt3QtUo2tcjVhGtMeYk,N,0.588,0.596,0.0392,0.0834,6.07e-05,0.111,0.81,119.929,1
Bandito,Twenty One Pilots,6fHgqG0xPNoECfWQpcojUk,N,0.605,0.435,0.0412,0.0589,0.743,0.171,0.324,126.978,6
Que Tire Pa Lante,Daddy Yankee,3GFHu8dtvs1lktC3qnSC42,N,0.733,0.806,0.0415,0.383,0.0,0.261,0.67,93.979,1
Better When You'Re Gone,David Guetta,7hpEnDwDW9LNVeS4rPajo6,N,0.751,0.743,0.0364,0.663,0.101,0.125,0.899,128.006,1
Space Ghost Coast To Coast,Glass Animals,4gkW8JkUCBY08cdMHnYx3x,N,0.772,0.555,0.0682,0.000923,0.901,0.112,0.0389,100.918,6
Red Water,Earl Sweatshirt,5dhP2Un3i6cYt3cvhqtqPj,N,0.212,0.79,0.0491,0.209,0.0589,0.181,0.217,131.205,0
Club Paradise,Drake,2khpiv278yz8y9nBbuFEHp,N,0.636,0.85,0.0319,0.413,0.792,0.157,0.64,120.014,6
A Life Of Pain,Baby Keem,1ITpqT1kDATCtMBwOK7sYn,N,0.896,0.377,0.0935,0.0123,1.43e-06,0.115,0.255,113.886,0
Trust Issues,Drake,5jQVx40dbpDsstcwlhpk9u,N,0.587,0.453,0.129,0.356,0.00205,0.0812,0.352,161.146,0
I Know You,Lil Skies,7ms3VzLTfr7fXNOqA4Mkx9,N,0.729,0.687,0.25,0.0108,0.0,0.162,0.683,160.085,4
Ghost In The Machine,Sza,3zuOgC9IMMdNewMvgsVtNx,N,0.824,0.711,0.21,0.249,1.21e-05,0.159,0.675,159.039,1
Up The Smoke,Stunna 4 Vegas,7kLpyZKZ9nDBmXrCrUbkk0,N,0.907,0.765,0.426,0.0512,0.0,0.153,0.896,142.992,4
"I Am Not A Woman, I'M A God",Halsey,21GDcON4pzVaUpTToeGXv6,N,0.643,0.699,0.101,0.00217,0.915,0.107,0.531,179.986,6
I Got You,Bebe Rexha,4SGBuq37Ol4HJr7pQqFMKa,N,0.629,0.795,0.0278,0.136,5.44e-06,0.132,0.6,110.583,1
Anyway,Lil Baby,3brNQFVhbSRrdKGZjCTlV4,N,0.478,0.801,0.0576,0.0908,7.29e-06,0.0635,0.941,175.723,1
Death Of A Bachelor,Panic! At The Disco,3px2rAPu74ltbkf9eZsZ8h,N,0.562,0.904,0.0807,0.00302,0.0,0.0433,0.651,94.481,1
Please Don'T Go,Joel Adams,79PZiUsfya54vTA4ri22EG,N,0.387,0.574,0.229,0.828,0.0,0.16,0.393,149.727,5
Available,Justin Bieber,75fCs1OkAUfJH3FbmqYZfq,N,0.702,0.606,0.0361,0.0741,0.0,0.129,0.595,75.016,1
Runnin,21 Savage,1bDbXMyjaUIooNwFE9wn0N,N,0.561,0.52,0.244,0.0503,1.86e-06,0.355,0.424,153.15,4
The Louvre,Lorde,2HotTAoFiOYTeMZkNs1Ces,N,0.799,0.501,0.0465,0.211,0.0123,0.118,0.635,92.032,1
Not At All,Donyay,6CFVZAY2obepVWY878ztlD,N,0.488,0.52,0.0721,0.465,4.67e-06,0.0991,0.154,147.006,0
Fire Squad,J. Cole,7tlqmHelI684Uq05vL5QH8,N,0.2,0.986,0.124,0.00969,0.993,0.702,0.0225,91.623,3
Like I Would,Zayn,0PDUDa38GO8lMxLCRc4lL1,N,0.584,0.7,0.0456,0.117,0.0,0.0939,0.438,124.944,0
Break My Soul,Beyoncé,4DukzQv7lF6DXe6Un7lghr,N,0.765,0.768,0.106,0.037,0.000302,0.0563,0.445,119.988,1
Crawling,Linkin Park,1PJRDeZSoZk7gtisdTYfLi,N,0.588,0.927,0.113,0.000305,3.83e-05,0.195,0.652,93.571,1
Workin Me,Quavo,0QNNd0qMCDbraS1nQPg3aA,N,0.821,0.636,0.169,0.142,0.0,0.233,0.163,127.961,0
Forgiven,2 Chainz,4H9pCqPKc11WCbfILZSYTt,N,0.878,0.424,0.479,0.238,0.0,0.143,0.677,144.03,4
Do You Mind,Dj Khaled,3EbfpCnc2E3I3dVYJXNKRC,N,0.761,0.618,0.0719,0.11,0.0,0.0258,0.894,96.522,1
Same Thing,Lil Baby,16g0MvK60Z79npuD4wvh4E,N,0.902,0.85,0.358,0.0389,0.0,0.0838,0.556,120.13,4
182  No Future,Blink,1fJFuvU2ldmeAm5nFIHcPP,N,0.579,0.928,0.0411,0.000715,0.0,0.18,0.882,95.594,1
Life On Mars?  1999 Remastered Version,David Bowie,6tdixrrHbOHQfdamvcyOes,N,0.353,0.0866,0.0533,0.95,1.47e-05,0.0914,0.0377,69.163,5
All I Know,The Weeknd,4uwJy79MZi0a9kDnZsIpbP,N,0.762,0.467,0.187,0.0511,0.0,0.214,0.349,125.088,4
Oh Caroline,The 1975,18UsAG7SfOQ5sxJEdjAMH0,N,0.572,0.155,0.0344,0.835,0.000137,0.0906,0.0949,109.923,5
Straight To It,King Von,1YVhP58OOuJKDcwM7aO8K1,N,0.885,0.485,0.474,0.0401,0.0,0.103,0.073,139.989,4
M Y . L I F E,J. Cole,7IdOQAEEnmslfnrShvPCWD,N,0.215,0.0367,0.0422,0.872,0.0178,0.34,0.175,154.017,5
Nostalgic,A R I Z O N A,0IKKxyMXfsdwUZJwehfeGN,N,0.736,0.831,0.0724,0.118,0.00315,0.106,0.467,119.978,1
I Of The Storm,Of Monsters And Men,5OpGqNARmKCIRR5SI9qGhf,N,0.218,0.421,0.0724,0.271,0.805,0.0814,0.0419,75.311,2
Out The Hood,Gunna,4bbLZ8c9E74Ks9TtokwsUh,N,0.756,0.467,0.147,0.579,0.0,0.105,0.692,85.043,1
Get Into It (Yuh),Doja Cat,4V5siYO9zHpLX5qf2F0qBV,N,0.92,0.639,0.204,0.267,0.00012,0.0847,0.732,91.92,1
Love Me Now,John Legend,2pPRgFEENF3LtuxYUPuT24,N,0.508,0.233,0.0535,0.975,0.0,0.111,0.421,85.543,5
From The Ground Up,Dan + Shay,63YumheHHPNfMS5VBPp48l,N,0.357,0.44,0.0325,0.582,0.0,0.346,0.286,101.298,5
Somewhere Only We Know,Lily Allen,4Cu6HWgvQnPTrSiO0rKbWA,N,0.381,0.173,0.0419,0.949,0.00123,0.0883,0.218,167.549,5
Somebody That I Used To Know,Gotye,0z55DUQ6MfkjpxBJwlYcxY,N,0.24,0.993,0.366,0.00815,0.00145,0.0694,0.146,125.98,0
Realist In It,Lil Baby,7xJFhkzFIqrIOKg1cRny80,N,0.896,0.647,0.192,0.233,1.6e-06,0.142,0.331,109.993,4
The Grinch,Trippie Redd,7hOuc5T0mhEZFLr7IQhSaL,N,0.676,0.503,0.0971,0.135,6.36e-05,0.0981,0.196,162.879,0
Sweet But Psycho,Ava Max,1gwwks3lIsvJq5pDJ82fKK,N,0.645,0.795,0.0343,0.0334,1.05e-05,0.089,0.424,127.959,0
High And Low,Empire Of The Sun,5FgrOIF0G0pjdXaX0RVIxT,N,0.576,0.764,0.06,0.0171,0.00527,0.245,0.137,156.001,0
Can’T Punk Me,Jid,62T7II9I0LWUxdPP6ZAgkR,N,0.797,0.404,0.0688,0.00832,0.802,0.0921,0.845,149.986,6
Maybe It'S Time,Bradley Cooper,2AaPHYsUA8V8lPO787mWBi,N,0.699,0.282,0.0374,0.798,1.23e-06,0.0981,0.359,79.776,5
Blackbird Chain,Beck,0c9Vl4iBLhsmzttG0X4XhY,N,0.377,0.176,0.0302,0.969,0.00819,0.183,0.176,167.855,5
Tv,Billie Eilish,27ZZdyTSQWI7Cug2d2PkqV,N,0.9,0.509,0.257,0.115,1.67e-06,0.0937,0.765,100.007,4
Follow You,Imagine Dragons,2fOZvLjE3G8GaldTKKUoTj,N,0.598,0.546,0.0473,0.0228,0.0,0.197,0.54,125.054,0
Your Bartender,Morgan Wallen,0PnzySXhdMsTAeso57VCbZ,N,0.554,0.774,0.0281,0.247,6.66e-05,0.15,0.442,139.963,0
Spoil My Night,Post Malone,24wY718Bi9zk8CYRuVcLOe,N,0.778,0.684,0.121,0.221,0.0,0.0912,0.422,119.943,1
Life Of Mr. Carter,Lil Wayne,4qjmcTsLSV0LJcCBsT9Ay1,N,0.564,0.457,0.036,0.214,0.0359,0.144,0.355,124.984,0
Summerthing!,Afrojack,4hD933efX19LFMFApNQTex,N,0.74,0.807,0.0796,0.106,0.0,0.124,0.836,130.018,1
Stay,Mac Miller,00U1MDChdOTxWwtKoOoBXE,N,0.612,0.591,0.051,0.462,0.0,0.111,0.349,160.659,0
Never Been In Love,Cobra Starship,18eoNBn1L1li2TvPa2DupB,N,0.642,0.87,0.11,0.00205,0.0,0.129,0.73,119.987,1
Stay Down,Lil Durk,4YZQ3TMPhXEblMOgktoLfg,N,0.813,0.57,0.265,0.0909,0.0,0.0982,0.676,109.07,4
Naeem,Bon Iver,4D5ZkxobJFyBRB41782bA0,N,0.719,0.298,0.0506,0.271,0.0,0.222,0.193,124.94,5
Dance Off,Macklemore & Ryan Lewis,4GKWVhu4n2il5CS47lVwaJ,N,0.655,0.759,0.0301,0.000341,0.497,0.145,0.898,134.968,1
Blessed & Free,Kane Brown,1DZr5gsomZLznTaMJw8FuH,N,0.705,0.322,0.0527,0.546,0.942,0.129,0.503,78.95,2
Late Night Messages,Wiz Khalifa,412iU9iGoEM0gIAkbdreKr,N,0.557,0.537,0.417,0.538,0.0,0.125,0.613,84.255,4
Always Gonna Love You,Florida Georgia Line,0i5el041vd6nxrGEU8QRxy,N,0.457,0.948,0.0354,0.0191,0.0,0.0536,0.878,148.0,1
Attention!,Xxxtentacion,5itzep0nGnq7hxCfFNsTIR,N,0.593,0.0668,0.0722,0.949,1.31e-05,0.194,0.19,102.456,5
Marie  Alarm,Anne,6byypYHamVCiwNjEo5oemG,N,0.731,0.431,0.167,0.00384,0.87,0.0598,0.443,149.118,6
Broke Boys,Drake,4kjrB4xpcXRiAjLRivGhN2,N,0.833,0.423,0.383,0.000893,2.43e-05,0.135,0.255,142.078,4
Wifi Lit,Future,0dXCeiHcElnSlBkDVfbrNE,N,0.579,0.931,0.0426,0.0789,0.928,0.0808,0.953,149.989,6
Oh Yeah,Young Thug,4N9QsmvQJcGwJHAmDmBttU,N,0.829,0.362,0.231,0.0608,0.0,0.135,0.369,122.912,4
Can I Kick It,Logic,4N1L4sd80b1E8FmWK7Xgcz,N,0.688,0.654,0.0587,0.52,0.0,0.128,0.354,98.81,5
Duck Duck Goose,Joyner Lucas,0ei18dnpeVTqP2MtNATbck,N,0.612,0.413,0.0454,0.0418,0.959,0.177,0.153,137.949,6
Suge,Dababy,2pYob2NI3MLocrU7mU9J0K,N,0.837,0.717,0.421,0.0737,0.0,0.103,0.856,75.293,4
Signing Off,Trippie Redd,6GivWRmlYtefJr28jev6e0,N,0.774,0.195,0.087,0.789,0.00103,0.109,0.369,132.847,5
Diamond Teeth Samurai,Youngboy Never Broke Again,4XlyD28tQ6qdqNS2BkE1AF,N,0.502,0.671,0.293,0.147,0.0,0.211,0.584,153.864,4
Entropy,Grimes,3WXhshrs1fzwF3rQE399Gq,N,0.578,0.947,0.0359,0.00744,0.0816,0.105,0.456,134.033,0
May I Have This Dance (Remix),Francis And The Lights,5RJTUwGmseVONMulYQc04C,N,0.561,0.412,0.0962,0.0236,7.35e-06,0.137,0.173,87.95,0
Jesus Is Lord,Kanye West,2SasoXZyv82yYgHiVOvxQn,N,0.41,0.886,0.155,0.0671,0.0,0.461,0.393,72.577,3
For Youth,Bts,2wqObzwM9H06Lv5HxQoXcg,N,0.787,0.294,0.121,0.24,0.922,0.269,0.615,105.977,6
Fall Threw,Rich The Kid,5I9ToLsF7Rrt9PZ71uk0Qq,N,0.791,0.429,0.0775,0.0027,0.0,0.232,0.0951,151.995,0
Summer,Calvin Harris,1gihuPhrLraKYrJMAEONyc,N,0.707,0.924,0.031,0.000972,0.00703,0.204,0.919,127.937,1
Single Again,Big Sean,1Zgg9isn6GuQSzufRjdmOG,N,0.638,0.678,0.0884,0.166,0.0,0.154,0.252,94.988,0
Kobe Bryant,Lil Wayne,6KNkwW52dda5lTGf10KLXn,N,0.714,0.641,0.187,0.0307,0.0,0.0955,0.767,80.93,1
Mr. Morale,Kendrick Lamar,0aZ2Fe6y1KzEmkAAcoosHR,N,0.695,0.0812,0.523,0.979,0.962,0.107,0.0743,85.702,2
Runnin' Down A Dream,Tom Petty,3noZh3GynRLHd9QxtbmAyX,N,0.463,0.923,0.0355,0.0014,0.433,0.479,0.788,169.964,3
Umbrella,Rihanna,1oQLS1Guu4Vb1NstarqeEc,N,0.855,0.744,0.0827,0.55,3.09e-06,0.0827,0.883,120.024,1
The Man With The Bag,Kay Starr,1ntXT3jARsUPF7H0lZoAs7,N,0.726,0.263,0.0679,0.584,0.925,0.477,0.556,70.407,2
Waiting For Never,Post Malone,2GUSz3vtf8jhVXri1CTrQX,N,0.491,0.278,0.0424,0.8,1.99e-06,0.111,0.0718,127.136,5
Piss On Your Grave,Travis Scott,71jK23b6cWifrN7gQHcHBS,N,0.62,0.954,0.0326,0.147,7.43e-06,0.55,0.58,145.863,3
Hope  Music Box : Reflection,J,2FEE7TfrWojCaGIConMyxB,N,0.352,0.284,0.0364,0.835,0.846,0.123,0.135,92.08,2
Terrence Loves You,Lana Del Rey,45ai7rOz3dTvZ2rm8zobaM,N,0.781,0.807,0.034,0.0987,2.44e-06,0.0969,0.905,125.993,1
Low Lights,Kanye West,5efvxYn0J1q8iuIZBqpDD7,N,0.634,0.832,0.0463,0.0815,0.0,0.429,0.772,145.966,3
Freaky Girls,Megan Thee Stallion,29NV5l8hdRLDcpUbj5Tzs7,N,0.946,0.885,0.226,0.0616,5.04e-05,0.336,0.907,133.002,1
Meet Mr. Niceguy,$Uicideboy$,6QFQqqYye5lAcnhCALvxKJ,N,0.78,0.748,0.0352,0.00448,0.000546,0.115,0.0663,125.98,0
Used 2,Lil Wayne,3V8sM5OOG6YfDuDLa2IIYJ,N,0.618,0.727,0.208,0.0312,0.0,0.196,0.401,164.992,0
Silent Night,Joshua Hyslop,74LFX2SPi4b77TrOBUGemr,N,0.466,0.1,0.0287,0.938,1.44e-06,0.0895,0.186,67.772,5
1Am,Meek Mill,54c3Dw2H40H1tGoYLlE7Xt,N,0.797,0.557,0.0743,0.0906,0.0,0.112,0.416,102.019,1
Complicated,Dimitri Vegas & Like Mike,1pAvAiQK7naCXyhkcRQAZl,N,0.416,0.665,0.161,0.0511,0.0,0.213,0.595,179.792,0
Track 6,Ty Dolla $Ign,6oECOh5nAYmxz4EiYhjsPi,N,0.747,0.482,0.131,0.0897,0.0,0.109,0.716,105.085,1
Keep It Up,Rex Orange County,6chji5HeHRwQ32CGp91aOz,N,0.827,0.376,0.0696,0.029,0.745,0.132,0.964,150.005,6
Jingle Bell Rock (Glee Cast Version),Glee Cast,0cCUxcooKcNYQlYQAEHZHy,N,0.411,0.168,0.0355,0.675,0.848,0.133,0.22,110.965,2
Fuxk,Xxxtentacion,7m9OqQk4RVRkw9JJdeAw96,N,0.872,0.391,0.242,0.469,4.13e-06,0.297,0.437,134.021,4
Dior,Pop Smoke,6PnTgx9lyvLGIcPnroCvc2,N,0.676,0.746,0.344,0.0893,0.00157,0.412,0.675,142.035,4
Nothing Compares  Bonus Track,The Weeknd,0tUELgOuOJ3KCsYMDDsNvD,N,0.434,0.327,0.0312,0.609,1.78e-06,0.686,0.295,119.506,3
Views,Drake,36dkhTJdNk1BHux3zwb7FR,N,0.467,0.72,0.377,0.387,0.0,0.395,0.483,77.407,3
About The Money,T.I.,5cS9jJbwirKrdDIbbAExUz,N,0.815,0.652,0.251,0.0246,0.0,0.087,0.569,101.977,4
Trampoline,Shaed,3fb72satUVizbkRwQkvZmP,N,0.481,0.212,0.0401,0.309,0.0807,0.276,0.422,125.813,5
Corazón,Maluma,1yoMvmasuxZfqHEipJhRbp,N,0.783,0.727,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4
Sainttropez,Post Malone,5DZ78SHRkKVpgD6uhmqfZK,N,0.775,0.76,0.126,0.00573,0.0,0.341,0.766,124.977,1
Original Me,Yungblud,5v4OkFH0TJ6W1hCFxyn0px,N,0.612,0.824,0.0478,0.013,0.0,0.288,0.586,82.017,1
Ballin,A Boogie Wit Da Hoodie,7twFiopZLzhAQaC5ZmKL2o,N,0.578,0.563,0.645,0.711,0.0,0.432,0.859,144.709,4
Tu Sabes Que Te Quiero,Chucho Flash,2pJj0h2OvrYndiqkM8S09N,N,0.555,0.451,0.0374,0.157,0.0,0.213,0.541,97.538,0
Weather The Storm,Dj Khaled,0eaD3F5zUC3Bq8In11nkau,N,0.686,0.572,0.0308,0.635,0.00117,0.194,0.264,100.56,5
How,Lil Baby,2b7rt5gCEy2p2zTp656s4U,N,0.582,0.488,0.455,0.00168,0.0,0.0941,0.309,80.322,4
Not Allowed,Tv Girl,4NUhcsz9E1LrBe8nXLZqzp,N,0.673,0.886,0.0282,0.302,0.348,0.0792,0.679,140.586,1
Okay,Lil Baby,5BbdKBZO0TH0GhfxUfyhL9,N,0.877,0.517,0.0706,0.217,0.0,0.143,0.255,119.996,0
Gatúbela,Karol G,2w0y03Uk9NMDGjzCrNNvNK,N,0.627,0.858,0.386,0.263,0.0,0.21,0.342,92.523,4
Hold Me Down,Youngboy Never Broke Again,06ddtR302JQTGKI3UxN1Ab,N,0.656,0.789,0.343,0.111,0.0,0.0921,0.634,159.952,4
Eastside,Benny Blanco,5iQ0Va8Dt5Yky4TXuqO5TF,N,0.689,0.491,0.0317,0.711,0.0,0.172,0.868,90.011,1
Burberry Faygo,Lil Adrei,5oJ2AjBjALb67eAK3ZB7WP,N,0.925,0.556,0.374,0.0868,0.0,0.0982,0.615,94.028,4
Weed Farm,Wiz Khalifa,5TeeApIfil7t3Ik00sf21i,N,0.686,0.651,0.218,0.000194,2.31e-05,0.11,0.144,132.034,0
Emani Interlude,Trippie Redd,7FullO2NDkyvxLuxYVKINa,N,0.443,0.536,0.0378,0.0194,4.24e-05,0.1,0.0391,121.967,0
Sunset,Prxxy,1OebpjXwPI4h0tjSHe4YCR,N,0.808,0.172,0.46,0.687,0.634,0.108,0.301,172.24,4
Silent Night,Mariah Carey,3z63V6OraICzWEyTCcbezn,N,0.243,0.169,0.0356,0.927,0.0,0.101,0.0932,83.138,5
Lay Wit Ya,Isaiah Rashad,1gKohc5B0OuqOncIu7JKlL,N,0.869,0.538,0.221,0.000498,0.0926,0.0595,0.688,145.011,4
Stand Up,Meek Mill,3J4VKkUpLvomXJbn9ZAypO,N,0.681,0.63,0.0385,0.00383,0.0,0.139,0.183,151.951,0
Dead Right Now,Lil Nas X,5JNfnlcRn63mjLNOH080Z5,N,0.755,0.397,0.0402,0.199,9.98e-05,0.101,0.907,124.899,1
Too Much To Ask,Niall Horan,7pZeacKYnK4unCplCmI2qb,N,0.799,0.696,0.134,0.211,2.46e-06,0.133,0.414,115.067,1
Powder Blue,Ty Dolla $Ign,54iEZINzQt6ltApofgtCpO,N,0.409,0.308,0.0489,0.917,0.0,0.12,0.346,146.801,5
I Know What You Did Last Summer,Shawn Mendes,6ZFEdVdmojKeqiY6tESN31,N,0.725,0.308,0.131,0.172,0.0,0.591,0.447,113.983,3
I Still Have Faith In You,Abba,78xlGdKqHvEpJRhEFD88cW,N,0.606,0.249,0.029,0.988,0.867,0.278,0.153,100.007,2
No Flag,London On Da Track,0OwA38T9jw3ogaCbQQPow8,N,0.824,0.814,0.0988,0.197,0.706,0.114,0.824,140.032,6
Enemy,Imagine Dragons,3SK3FJ2yIcsXygAvQTFMkC,N,0.382,0.53,0.0442,0.529,0.000334,0.0981,0.207,143.848,5
In The Arms Of A Stranger  Grey Remix,Mike Posner,72sD7v0dyrFa86RX5EJnEj,N,0.814,0.642,0.0951,0.132,1.12e-05,0.0851,0.207,97.961,0
In My Room,Frank Ocean,7CiDwKE62N6ey3LyG6s7xc,N,0.408,0.338,0.0431,0.521,0.000639,0.0732,0.1,133.943,5
Call Me,Nav,3TGRqZ0a2l1LRblBkJoaDx,N,0.783,0.58,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,1
Wildest Dreams,Taylor Swift,4Q25eYyogUIl5ZZNKt4OEz,N,0.476,0.585,0.0251,0.225,2.22e-06,0.0496,0.317,140.062,0
Turn Off The Radio,A Boogie Wit Da Hoodie,2cRTb3X7nDqNNHy3Nzr817,N,0.687,0.549,0.321,0.0531,4.8e-06,0.111,0.228,95.08,4
Move On,Mike Posner,1IPEg57MPJgMymhgKFstN7,N,0.537,0.659,0.0311,0.373,0.0,0.115,0.389,77.977,0
One Man Band,Old Dominion,0OlS52TmtK2gPaEtdmr7DN,N,0.651,0.782,0.0718,0.295,0.0,0.107,0.945,171.987,1
Glad You Exist,Dan + Shay,3sZX01oxFDHDdSEvpz64Sm,N,0.741,0.499,0.0356,0.23,0.0,0.125,0.692,103.96,1
What'S The Use?,Mac Miller,44KucsBZqYt18rDJNDzXJm,N,0.474,0.397,0.0347,0.812,1.62e-05,0.12,0.38,73.917,5
Big Bad Wolf,Kontra K,4efZtlSbvFb9nz3W9E1z03,N,0.911,0.649,0.375,0.311,0.0,0.0736,0.265,127.052,4
