title,artist,id,source,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
I Bet,Ciara,7uKcScNXuO3MWw6LowBjW1,N,0.944,0.511,0.161,0.042,0.00107,0.0379,0.842,113.046,1
Bang!,Ajr,6LI9b5yXG0sNivgqIROxZN,N,0.74,0.517,0.0506,0.0183,0.0,0.0558,0.698,139.917,1
Don'T Stop Me Now  Remastered,Queen,5YS3QDraH2wWk9mx8Ec04l,N,0.491,0.862,0.168,0.0106,0.00429,0.585,0.552,154.997,3
All Eyez,The Game,5akHiG9XwYI7zoAidnnbPf,N,0.948,0.667,0.141,0.223,0.0,0.108,0.93,101.012,1
Ghost Town,Kanye West,4QSUJTIteKNE0w4Ex98MSb,N,0.647,0.599,0.0681,0.364,3.24e-05,0.102,0.28,164.084,0
Started From,Lil Durk,7FRkzDzvNJZKUivOTyAmdp,N,0.669,0.584,0.287,0.602,0.0,0.109,0.353,185.996,4
A2Z,Logic,0Lw6aQcBFWTQ9m4MSwwwes,N,0.722,0.764,0.398,0.145,0.0,0.171,0.796,139.831,4
8Teen,Khalid,06GcodDliPWAYFX2LSFLIu,N,0.487,0.458,0.0371,0.552,0.0257,0.117,0.207,115.989,5
Wellerman,The Longest Johns,54OBgO0Xwu20Jak9TMXbR7,N,0.675,0.359,0.108,0.614,0.0,0.137,0.792,191.903,1
Spit In My Face!,Thxsomch,5WH6dr7k5GYnqBe3kNsO4q,N,0.73,0.785,0.0554,0.0464,0.0216,0.111,0.649,94.094,1
Top Sound,Youngboy Never Broke Again,0HrWshW3SuFJ6nKS9ba9Mh,N,0.83,0.644,0.407,0.0298,0.0,0.11,0.227,155.103,4
Brown Skin Girl,Beyoncé,3Mz4AoWIedMfzCib1LYwMZ,N,0.57,0.553,0.665,0.557,5.67e-05,0.375,0.828,175.559,4
Learn To Fly,Surfaces,0zn9VdTl2Bx9H7YsmtMuwt,N,0.637,0.607,0.0404,0.275,0.908,0.083,0.443,87.002,6
Moon Rock,Huncho Jack,27vvSxP8DaxopDHvqOQWkd,N,0.753,0.546,0.0326,0.377,0.0,0.163,0.931,102.34,1
You'Ll Understand When You'Re Older,Lovejoy,4eX4JWGf9lClhqiRRKKK9K,N,0.874,0.456,0.295,0.157,2.05e-05,0.141,0.162,140.066,4
Servin Killa Kam,Future,5JBdpVyLHcDATVDf0mVLAs,N,0.785,0.417,0.413,0.184,0.0,0.0983,0.192,149.962,4
Karate,Wiz Khalifa,4C8s4lwoT3hFGOSCs0E6hn,N,0.674,0.538,0.0661,0.00117,0.0,0.243,0.337,84.02,0
Undefeated,Future,3Mgx1lTDfVeJnfuNPfuclm,N,0.663,0.584,0.0539,0.00694,0.709,0.0733,0.207,134.908,6
Bad Boy,Juice Wrld,5GKwq4sO5ZHKuWaDmdwMQc,N,0.714,0.736,0.0457,0.191,0.0,0.0553,0.814,149.985,1
The Heart Part 4,Kendrick Lamar,5jRM7d5Gyr6qhlJ13rJPOn,N,0.613,0.799,0.323,0.19,0.0,0.0735,0.83,96.211,4
Breathe,Lil Skies,3ZhTT6yjZwpPph5MIJ53XY,N,0.691,0.683,0.0954,0.547,0.0,0.221,0.456,140.002,0
Most Of Us,Wiz Khalifa,1iLwb21zgVG3BTXpkOTTMS,N,0.524,0.408,0.0321,0.817,0.0,0.0631,0.349,79.098,5
Idols Become Rivals,Rick Ross,1rX5L6pyl3rVWb55D8Cprr,N,0.502,0.633,0.419,0.00991,0.0,0.389,0.552,83.226,4
Have Mercy,Chlöe,0GwYkXgQdqY4dyRffHw3HT,N,0.794,0.44,0.131,0.0806,0.0,0.198,0.276,138.024,0
Don'T Wanna Know,Bo Burnham,2yHYcKhGH9n2duOnOeUHL3,N,0.595,0.739,0.0323,0.0208,1.9e-05,0.0884,0.377,128.07,0
Before The Day Is Over,Joji,7wvwXi9Z66dcH5t202vVkN,N,0.618,0.217,0.0515,0.836,0.000163,0.538,0.0872,116.014,5
Eazy  Running Wild (Tumblr Girls 2),G,2P5j29aI6ksIhbJNfLyHJE,N,0.504,0.732,0.0389,0.000994,0.725,0.0932,0.1,140.085,6
Supermodel,Sza,6DpopTBBL4l2raUYXp4SHI,N,0.572,0.47,0.212,0.47,0.0,0.108,0.127,90.96,5
Timeless Interlude,Bryson Tiller,4YEKWURqSbpjfRBQE9CTty,N,0.467,0.429,0.0964,0.815,5.22e-05,0.177,0.24,148.53,5
By Design,Kid Cudi,30KctD1WsHKTIYczXjip5a,N,0.712,0.556,0.0531,0.084,5.04e-05,0.527,0.22,90.494,3
Inspire Me,Big Sean,67W5fd1ld7dqHNCfaQu52I,N,0.765,0.695,0.342,0.02,0.0437,0.13,0.7,159.865,4
Save That Shit,Lil Peep,20QsjZcPfLlW9OidT7RphJ,N,0.874,0.666,0.205,0.0314,1.6e-06,0.0865,0.639,95.986,1
The Good Ones,Gabby Barrett,1OUWZdLwNrugngULii8nsE,N,0.519,0.552,0.0259,0.18,0.0,0.149,0.331,89.957,0
Arcoíris,J Balvin,21igXlN4PFHS04K8uAnrpo,N,0.622,0.0706,0.0312,0.862,0.863,0.111,0.113,90.0,2
Switches & Dracs,Moneybagg Yo,4x0LFc1zxEv1pAz0X4v5mX,N,0.772,0.549,0.447,0.0109,0.0,0.293,0.492,160.109,4
Heat,Eminem,1GBmQKcza0uFT6g5HjXHcp,N,0.754,0.591,0.0986,0.259,1.53e-05,0.151,0.494,100.047,1
Arms Around You,Xxxtentacion,2YlR7Qx0u1GCY1sr0nNNmb,N,0.789,0.642,0.0735,0.124,0.0,0.117,0.232,104.887,0
Way Out,Jack Harlow,6lTxQjL5cscnchTD4YiDRT,N,0.949,0.584,0.069,0.112,0.0,0.103,0.926,108.033,1
Offended,Eminem,0SMpAbwLauaXOA3A0e4uUb,N,0.618,0.416,0.17,0.353,0.0,0.38,0.465,86.329,5
Coney Island,Taylor Swift,4tyX1rw9X309WkEdh2As4B,N,0.529,0.536,0.0627,0.826,0.00082,0.141,0.304,107.873,5
Luv,Tory Lanez,5SeX6wQeUsYKNnuQno9slB,N,0.359,0.471,0.177,0.301,0.0,0.0736,0.249,170.693,0
Tony Tone,A$Ap Rocky,4cRR2gUTOerkUOW5iZpm91,N,0.827,0.852,0.0942,0.115,1.49e-05,0.299,0.635,117.17,1
Flatliner,Cole Swindell,200x8ONbPfFzByUr3fVz46,N,0.607,0.912,0.0611,0.124,0.0,0.332,0.722,134.944,1
Love You Goodbye,One Direction,39YEvNIhqijkq5hbFIGshp,N,0.53,0.465,0.0303,0.0734,0.712,0.0876,0.161,133.4,6
Space Time,Trippie Redd,3gauWyhhIKYnKdhROrTRcc,N,0.554,0.608,0.296,0.00655,0.0,0.15,0.376,83.0,4
734,Juice Wrld,4K06PO78fW4mnBVenxGNob,N,0.747,0.622,0.0838,0.176,0.0,0.151,0.57,159.93,1
"Signed, Sealed, Delivered (I'M Yours)",Stevie Wonder,1nwSXr36GPoeI6hazSBqMu,N,0.678,0.852,0.0365,0.0807,0.0,0.0773,0.659,110.033,1
Frosty The Snowman,Bing Crosby,3i8j2dKXChkErfi8jsDDuH,N,0.677,0.241,0.0407,0.847,0.0,0.0523,0.963,172.315,5
Younger Now,Miley Cyrus,5u5p9CmXrFS8gl0eOoLl5R,N,0.639,0.805,0.0285,0.0788,6.21e-05,0.243,0.315,123.96,0
I'Ll Be Home For Christmas  Single Version,Bing Crosby,5P5rUzjpgTkZeQbr0CVdsZ,N,0.602,0.493,0.0308,0.103,0.0,0.119,0.487,112.979,0
My Number,Major Lazer,4HBmGUvfZj7JV2u0O8ZUsN,N,0.677,0.72,0.0544,0.53,0.0,0.103,0.526,103.509,1
Jump,Dababy,2m3ObD945KvpE5y9A1eUWm,N,0.572,0.69,0.0358,0.0474,0.0,0.0897,0.624,160.111,0
Boyz,Jesy Nelson,3yMnlKgEXmZSy8a1mqAOJu,N,0.64,0.28,0.0352,0.137,0.813,0.318,0.698,88.973,6
Work It,Missy Elliott,0UaMYEvWZi0ZqiDOoHU3YI,N,0.904,0.813,0.121,0.0311,0.00697,0.0471,0.81,125.461,1
Hotel,Montell Fish,6UpgMTjhFiKV3Sk0emuqDz,N,0.315,0.104,0.0402,0.908,0.654,0.0973,0.038,120.723,2
No Sense,Young Dolph,7k5lDslyLbcykzUOPGEdKR,N,0.799,0.733,0.216,0.172,1.7e-05,0.332,0.753,146.051,1
Faster,Lil Tecca,2WsuSYJNXGKXVYkHPnq2yp,N,0.684,0.671,0.289,0.0119,0.0,0.0769,0.45,179.987,4
Pretty Little Fears,6Lack,7fsNNSLGG8Wi0nFbufCU6L,N,0.789,0.419,0.157,0.249,0.0257,0.123,0.542,117.988,1
Riot,Lil Skies,6woBIJbQaiZgq4lCkIIvac,N,0.865,0.844,0.199,0.0259,0.0,0.343,0.813,97.992,1
Jumped Out The Window,Young Thug,6on3eGsvt8AvLOnsGDLjF2,N,0.786,0.714,0.112,0.0659,0.0,0.0647,0.82,97.469,1
Really Love,D'Angelo,7AjfklMN4WpQYz5FkT4E66,N,0.815,0.364,0.089,0.14,0.0255,0.121,0.723,84.898,1
Leray,Trippie Redd,75lcPkAkUsKWHGBlGM476R,N,0.825,0.572,0.0864,0.0079,0.0,0.113,0.568,141.991,1
If You Know You Know,Pusha T,5EyWKWvCaM8n66bmv0sWo7,N,0.888,0.754,0.25,0.0713,0.0,0.0714,0.77,142.991,4
Not Above Love,Alunageorge,7vbFl3E9jEM0FMmbYCPvnG,N,0.741,0.733,0.0458,0.413,0.0,0.394,0.538,96.032,1
Warning,Morgan Wallen,0sKEilrw1GrBlG6qsTCrP4,N,0.532,0.584,0.0248,0.723,0.0,0.101,0.367,88.003,5
Transportin',Kodak Black,6xajP75M1BFtns9tb2i4XN,N,0.803,0.67,0.0531,0.0398,0.0,0.123,0.301,94.05,0
Perfume,Lovejoy,3vk4V4vwotEvP16U1cM0HQ,N,0.513,0.864,0.0493,0.0187,5.15e-06,0.136,0.115,143.297,0
Chandelier,Sia,2CZX6RHW9EYFhhTANVsF5A,N,0.448,0.336,0.0336,0.967,1.03e-06,0.11,0.372,81.568,5
Kick It,Lil Nas X,6QZbDUZEgkwaVWROtWzjQ0,N,0.597,0.675,0.0569,0.533,1.45e-05,0.168,0.823,160.057,1
Hurt Feelings,Mac Miller,14sYoVtUtvd66rBaU3TWXt,N,0.503,0.796,0.0314,0.112,0.0983,0.084,0.249,143.926,0
Stargirl Interlude,The Weeknd,2N3MdCxkZ7ZpPx3Bxmp7pf,N,0.719,0.529,0.186,0.558,0.00706,0.107,0.44,107.093,5
Mother I Sober,Kendrick Lamar,4C4YtbSou9LA6eSmmyc23x,N,0.604,0.3,0.0297,0.667,0.0093,0.107,0.276,105.133,5
Taki Taki,Dj Snake,5DHqFMPhjv24nzGgLYmz7W,N,0.443,0.315,0.0353,0.111,0.000243,0.19,0.868,192.342,0
Born Again,Rihanna,7dhXGtYEZrxzkIsB1kY0Ps,N,0.446,0.0974,0.0319,0.95,0.000149,0.0725,0.146,64.068,5
Nobody Else But You,Trey Songz,32JZPy6tu4UKlGoVyqaoSa,N,0.603,0.665,0.203,0.121,0.0,0.112,0.386,164.658,0
Trademark Usa,Baby Keem,3QFInJAm9eyaho5vBzxInN,N,0.711,0.611,0.33,0.00588,0.0,0.23,0.144,134.093,4
Super Freak,Rick James,13v3siPyvy5TTEZYmGPPse,N,0.706,0.727,0.0456,0.114,7.7e-05,0.174,0.965,119.55,1
Hear Me Calling,Juice Wrld,09sdS599Ooklsqgr04p51S,N,0.699,0.687,0.106,0.308,3.63e-05,0.121,0.499,88.933,1
Halloween Theme  Main Title,John Carpenter,5BeNQ6D0mN7wRjBTiHq1yu,N,0.541,0.767,0.045,0.00217,0.853,0.0839,0.12,138.021,6
Miss Americana & The Heartbreak Prince,Taylor Swift,3fQUXGCfY1HpF1spf629g2,N,0.31,0.12,0.0403,0.992,0.902,0.104,0.13,88.066,2
Night'S On Fire,David Nail,0DAjiINHQTnPnnY939Qyhw,N,0.56,0.619,0.0405,0.385,1.03e-06,0.247,0.561,77.881,1
Die In California,Machine Gun Kelly,3mbt6o8MMPL2HJSQW6nnAU,N,0.674,0.0487,0.0424,0.85,0.176,0.345,0.194,96.046,5
Face To Face,Rex Orange County,2ci2QBpQ7ded67RlxL1Spu,N,0.385,0.967,0.0614,0.00241,4.39e-06,0.256,0.662,195.612,0
Rags2Riches,Rod Wave,09EfbLpXA5MJX6NO5RBR59,N,0.904,0.26,0.101,0.277,0.0,0.121,0.231,117.967,5
Dummy,6Ix9Ine,10Ixf6CAfAEmh6nxMgrdxO,N,0.668,0.126,0.95,0.859,0.0,0.0972,0.44,83.902,4
Flex,Lil Yachty,6vDyzD9o8aYhR1963oJpkO,N,0.44,0.661,0.124,0.418,0.00264,0.621,0.61,127.892,3
Everything That'S Missing,Big Sean,1lEkbzj9ewarXZb8nwHiAw,N,0.405,0.51,0.411,0.692,2.41e-06,0.245,0.396,183.057,4
Who You Love,John Mayer,3q9TlXUZ9RdSiqEzp5lils,N,0.666,0.173,0.0473,0.656,0.0103,0.095,0.437,145.796,5
7 Minutes,Dean Lewis,4mgvCnjncfZI5ZvN1kzTXF,N,0.651,0.435,0.0306,0.392,0.514,0.117,0.197,105.003,6
Stop The Rain,Ed Sheeran,0FaZ3wzSV65BrZDpmCNUPq,N,0.475,0.932,0.0565,0.000336,1.66e-06,0.108,0.627,121.986,0
The Right Song,Tiësto,3Q2M6sNKDwoqZGBvwdFqZr,N,0.604,0.939,0.0544,0.0102,0.698,0.0723,0.205,139.975,6
It Was A Good Day,Ice Cube,3zzZULRT9DQJxrgoBz26E3,N,0.746,0.461,0.0938,0.674,0.0,0.105,0.801,165.918,1
Fearless (Taylor’S Version),Taylor Swift,296nXCOv97WJNRWzIBQnoj,N,0.863,0.62,0.135,0.0508,0.00324,0.129,0.432,103.971,1
Hey Angel,One Direction,7G038sDSfso8fw7fr2Bkod,N,0.382,0.908,0.0329,0.00042,0.000841,0.0706,0.384,86.743,0
Told You So,Paramore,6QUEB3DDAD7oJhbIZF2v4Y,N,0.615,0.347,0.0259,0.182,0.0,0.125,0.273,78.994,5
Stop Playin With Me,Lil Wayne,7GYoEbez6qFszDiEmiuBEb,N,0.702,0.557,0.0639,0.0286,9.37e-05,0.0747,0.292,161.987,0
Flux,Ellie Goulding,5JFjyQjCj0cDCz4z1xUt9K,N,0.436,0.35,0.0296,0.288,0.235,0.392,0.208,93.432,5
Bop,Tyga,5IaHrVsrferBYDm0bDyABy,N,0.884,0.559,0.12,0.0236,0.0,0.101,0.342,97.994,1
Cry Baby,The Neighbourhood,3IDF7N86lrcWaJEt9C1gbS,N,0.318,0.902,0.131,0.0116,0.0,0.393,0.437,199.844,0
Suited Panamera,Youngboy Never Broke Again,7E6knQgEAcU0nIjQJuwrIv,N,0.598,0.605,0.452,0.286,0.0,0.0875,0.513,159.517,4
Fml,Kanye West,5ndhIaJqVz3ErRTZclWRru,N,0.707,0.665,0.0601,0.0214,0.0,0.136,0.541,107.966,1
Heaven In Hiding,Halsey,53QkoELbY2Vzzb4EMkFJOB,N,0.249,0.93,0.0877,0.00169,0.024,0.175,0.196,180.125,0
Thought Contagion,Muse,6tpl3yuDnYHAHb6dY60p5O,N,0.642,0.791,0.0855,0.145,0.0,0.374,0.56,110.037,1
Fuck Donald Trump,Nipsey Hussle,6hkQ6OQ6nhe7QCckH91aGa,N,0.597,0.755,0.052,0.0423,0.0,0.582,0.0467,89.146,3
Hold That Heat,Southside,65C5AgKOshhGlW64GZQe3j,N,0.736,0.471,0.041,0.00182,0.901,0.0706,0.04,129.982,6
Hasta La Muerte,Eslabon Armado,3lGMtkONrZdJ8kTCg6KIFf,N,0.585,0.643,0.0395,0.201,0.000306,0.144,0.592,152.98,0
Aint Goin Back,Russ,26OhjtaTamFocE08t83ml6,N,0.766,0.548,0.235,0.775,5.57e-06,0.1,0.424,82.944,5
Do Re Mi,Blackbear,4nvGIQPgLnWWJUJrnRsIOX,N,0.744,0.732,0.0522,0.0264,0.0,0.352,0.387,121.086,0
What Do You Love,Seeb,5yMdAlxrQe0QqYccXg99om,N,0.637,0.959,0.0589,0.0265,1.04e-05,0.338,0.608,118.015,1
Stayin' Alive  2007 Remastered Version Saturday Night Fever,Bee Gees,1wFzrCCNPpLK4JEQeEjmVj,N,0.677,0.686,0.0275,0.0318,1.08e-05,0.083,0.963,103.554,1
Keep The Family Close,Drake,3eJDQA4bcBLT8Gp6Cmfyxq,N,0.811,0.448,0.0401,0.587,0.888,0.0772,0.867,109.993,6
The Half,Dj Snake,6osaMSJh9NguagEDQcZaKx,N,0.694,0.758,0.218,0.278,1.34e-06,0.102,0.371,192.091,0
Goldmine Junkie,Big Grams,4Vj8hGoO3nXr8PUA0bKyT6,N,0.711,0.768,0.317,0.28,0.0,0.309,0.421,165.107,4
Golden,Travie Mccoy,2niibiHcf2QI0rvNLq4XYs,N,0.555,0.641,0.0263,0.000342,0.768,0.234,0.646,164.035,6
Like I Can,Sam Smith,6m0MWw2OHSi1shn6yMoTHZ,N,0.612,0.327,0.0312,0.774,0.0,0.221,0.407,99.181,5
Put On A Smile,Bruno Mars,6rgX0WInLTtllezD9E9yzj,N,0.63,0.5,0.03,0.555,0.000744,0.1,0.627,107.621,5
Joy To The World  1999 Remastered,Nat King Cole,2soNiIWAQItFQjo4yIfipv,N,0.506,0.723,0.0265,0.000675,0.0,0.0827,0.364,96.001,0
Ransom,Lil Tecca,5LpzUEzPfHN7YYKHbCJrmR,N,0.748,0.64,0.279,0.019,0.0,0.0681,0.202,179.995,4
Benz Truck  Гелик,Lil Peep,3S4wKj113KHgqtZt52Dcd1,N,0.647,0.631,0.378,0.0439,3.06e-06,0.0909,0.331,160.014,4
You Broke Up With Me,Walker Hayes,0qhWZwKPhsjhwC5i4UGI9e,N,0.87,0.572,0.0619,0.208,0.747,0.11,0.891,119.985,6
Blahblahblah Demo,Joji,0GVKrtG7QqEYBGOAspofCW,N,0.735,0.729,0.0782,0.016,0.0,0.159,0.88,147.018,1
Fireball,Pitbull,0BCJhpBPCj0aAkJhPZqwxs,N,0.795,0.905,0.0661,0.035,0.854,0.0516,0.448,123.027,6
Ayo,Lady Gaga,1QXiVpVd9UsCvUK2Bz9Z6F,N,0.774,0.905,0.0855,0.328,0.0,0.132,0.585,118.069,1
Tunnel Vision (Outro),Pop Smoke,4URQKHMxklDp1WQY0c6lZu,N,0.639,0.486,0.227,0.0603,0.000103,0.121,0.227,171.896,0
Bells In Santa Fe,Halsey,6hkjX4h78zdZEliZtguYVB,N,0.651,0.494,0.0314,0.617,0.00521,0.387,0.392,149.993,5
Like A Wrecking Ball,Eric Church,5uduNhWgCx8kfyGPLRwFIo,N,0.736,0.352,0.0351,0.577,0.000315,0.214,0.811,134.957,1
The Greatest,Rod Wave,5ie5OPdaP9fivYaKcjwKF1,N,0.596,0.545,0.0368,0.703,0.0,0.0811,0.0923,82.07,5
Sleep Deprived,Dreamville,1ldXIistqv8mBrKi6OfM5n,N,0.587,0.782,0.0844,0.64,0.92,0.608,0.274,112.159,3
Want To Want Me,Jason Derulo,1VHOSL3TG5yzJz2tJuOQ1P,N,0.774,0.669,0.0595,0.00735,0.0,0.0704,0.645,114.021,1
Pray 4 Love,Travis Scott,3JHQY6VnwmUMuYb0XI2O7Y,N,0.525,0.478,0.441,0.787,6.14e-06,0.104,0.276,147.741,4
Thru These Tears,Lany,22ZcJxQkzIL6EU692kAFWY,N,0.624,0.393,0.0333,0.407,0.0,0.118,0.728,177.963,1
Hot In Herre,Nelly,3hpUL1gDZWiz8k4DtYhZsS,N,0.964,0.727,0.121,0.204,0.0,0.0638,0.913,107.067,1
Starman  2012 Remastered Version,David Bowie,72Z17vmmeQKAg8bptWvpVG,N,0.31,0.403,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,0
Quarantine Clean,Turbo,5GLkHWSbzFPWmoTqxWKe64,N,0.797,0.387,0.198,0.451,0.915,0.0755,0.688,81.115,6
Genius  Lil Wayne Remix,Sia,0QZPWvrAR4mDtDcLBu1Krv,N,0.591,0.924,0.0741,0.000564,0.0,0.314,0.783,135.011,1
Bad Business,21 Savage,6GB1ZoVI4x0njIOVHi7bvO,N,0.64,0.537,0.0383,0.0478,1.36e-05,0.354,0.585,85.132,1
Throw It Away,Trippie Redd,2gx4DGrU21mG6ald1qXPH6,N,0.791,0.491,0.375,0.0567,0.0,0.0735,0.523,171.558,4
Race My Mind,Drake,12ZzXUKBIYRhnyLEFkHKM4,N,0.624,0.233,0.268,0.205,0.002,0.0694,0.768,87.006,4
Yessirskiii,Lil Uzi Vert,3RFT4wk8sMnr5XhkxYJrW2,N,0.416,0.571,0.141,0.113,0.0,0.171,0.117,89.978,0
Okra,"Tyler, The Creator",0p4Xi4uRZlweypGleTZSSO,N,0.521,0.619,0.0473,0.572,0.00438,0.0723,0.796,94.523,1
Dunno  Recorded At Spotify Studios Nyc,Mac Miller,5XnFJ4j5cmwfWR4EAKDBlv,N,0.822,0.532,0.332,0.0967,0.0,0.111,0.071,81.529,4
Crisis,Rich Brian,5XB4g7ZqHcn84DFJXwBS1i,N,0.571,0.661,0.047,0.321,1.44e-05,0.141,0.385,160.063,0
Sneakin’,Drake,2cuvVDUgURMRlTRFt3oVcu,N,0.619,0.567,0.0507,0.0248,0.914,0.116,0.363,169.966,6
Esskeetit,Lil Pump,6Bt9fs96JwofaZUNmqBD6f,N,0.937,0.51,0.183,0.0291,3.64e-06,0.0939,0.687,139.937,1
Faith,Calvin Harris,59eAcAyhYSLi5GKFrgHJzG,N,0.915,0.497,0.102,0.00547,0.000108,0.067,0.553,95.852,1
Serendipity (Full Length Edition),Bts,1FJswUXEo8jr5E1zLjjClr,N,0.541,0.0424,0.0503,0.994,0.94,0.115,0.142,59.825,2
Only Angel,Harry Styles,7EzQ2cDiGLTiJhzWkHKO7l,N,0.444,0.288,0.0301,0.86,0.00967,0.0814,0.101,84.856,5
What Christmas Means To Me,Hanson,2oTH6X8DjSwmTBoAolDou2,N,0.478,0.953,0.076,0.0243,0.0,0.0589,0.755,80.676,1
Whole Lotta Choppas,Sada Baby,4xYKCxgogB1y10Y075sCx3,N,0.956,0.72,0.173,0.00192,0.0,0.117,0.282,127.943,4
Shot In The Dark,John Mayer,2qhuqPi31TUVO2uuN8e4pw,N,0.769,0.569,0.062,0.12,0.865,0.103,0.36,121.992,6
Poltergeist!,Corpse,1fvRueeK5f60hkG1VzoXXq,N,0.41,0.0262,0.0384,0.983,0.925,0.123,0.237,142.138,2
Jump Out The Window,Big Sean,2vdcLHQSoOUNA6N4eZBgFp,N,0.486,0.618,0.0391,0.0478,0.891,0.0961,0.103,75.505,6
The Dying Song (Time To Sing),Slipknot,0tWof8xKmUD2V7oQYI4ADN,N,0.429,0.0281,0.0363,0.992,0.00101,0.0993,0.451,91.673,5
I Can'T Breathe,H.E.R.,3tZs3nVjySLbL320lP4mvs,N,0.414,0.314,0.0548,0.25,1.47e-05,0.117,0.09,84.993,5
Don'T Leave Me,The Kid Laroi,7gVwgc8b3XnO87TpmXXFA5,N,0.686,0.703,0.0606,0.00728,0.0,0.0946,0.457,144.902,0
Jump,Julia Michaels,2HudM0HkqvQnJZG23iJ15y,N,0.637,0.242,0.0445,0.167,0.797,0.105,0.157,174.05,6
Girl Of My Dreams,Juice Wrld,2VT54lu8kq6DS6wMjpcRhS,N,0.719,0.593,0.0347,0.385,2.66e-05,0.0719,0.483,140.018,1
Champagne Face,$Uicideboy$,1tm7c4V0kqLiN0XPVnoUcT,N,0.686,0.621,0.187,0.0656,0.000221,0.139,0.187,112.082,0
Fuck Tha Police,N.W.A.,0XfsT6rbC7myipngFhWa9T,N,0.818,0.575,0.163,0.29,0.0,0.105,0.285,96.192,4
Jumpsuit,Twenty One Pilots,3PVQxi7uqV4Q3OC8sONhfL,N,0.498,0.0854,0.0357,0.174,0.806,0.0693,0.12,126.938,2
Split/Whole Time,Lil Yachty,5R2rsbwCDXORX2tLfprRmM,N,0.721,0.508,0.394,0.317,0.0,0.153,0.457,159.911,4
Skit,Bts,53XrsilgguJmmsEtDsj0yY,N,0.535,0.382,0.645,0.852,0.0,0.311,0.609,86.969,4
Goodbye Angels,Red Hot Chili Peppers,3Y23ZSLRdk0d8YWAu4SnFb,N,0.417,0.741,0.0699,0.0392,1.44e-06,0.102,0.572,202.798,0
Jet Pack Blues,Fall Out Boy,4mRYkTFpuD19Cos7CES1Kz,N,0.311,0.982,0.113,0.000506,1.35e-05,0.25,0.101,165.02,0
Slow Down Summer,Thomas Rhett,5l47XyipGFkA21AsaifMJT,N,0.582,0.478,0.0336,0.0243,0.502,0.194,0.195,155.943,6
Borderline,Tame Impala,4ubae7aWoUq25ctjDcBu3L,N,0.621,0.873,0.037,0.0406,8.43e-06,0.0824,0.873,97.96,1
Pop Out,Lil Baby,2nQ3HPIQhW17VUwVjYWkca,N,0.474,0.569,0.262,0.00299,0.00019,0.267,0.322,157.697,0
Lost Cause,Billie Eilish,3BDup0uLHQWk9lZikSslCW,N,0.802,0.264,0.0695,0.329,0.0181,0.429,0.601,75.015,1
Touch The Sky,Future,5yyqx4brn6Bm9U1Rj9ENnz,N,0.372,0.641,0.047,0.137,0.0,0.103,0.33,119.013,0
Freedom! '90,George Michael,1SKApv6ZfJ9bkUxeRObJEF,N,0.675,0.873,0.0441,0.0998,1.48e-05,0.0541,0.817,91.77,1
Calling All My Lovelies,Bruno Mars,2PaRO9RwTssHTAvD1kKdHG,N,0.725,0.453,0.0773,0.475,0.0,0.256,0.372,100.52,5
Chicago Freestyle,Drake,1tzTYPfNNu2QEwYqRISmGi,N,0.78,0.615,0.739,0.179,0.00103,0.104,0.692,88.784,4
Pardon Me (Lil Yachty Feat. Future & Mike Will Madeit),Lil Yachty,0U4bETGvA2xw24gyTloxIJ,N,0.933,0.475,0.234,0.00934,0.0,0.163,0.729,129.933,4
Test Drive,Joji,1VGzxJnVQND7Cg5H5wGj14,N,0.672,0.588,0.133,0.619,0.241,0.0992,0.204,169.033,0
Ricky,Denzel Curry,41X9qar6SruZOPLIV7sgUw,N,0.787,0.675,0.136,0.109,0.0,0.695,0.424,119.988,3
Hometown Girl,Josh Turner,4FWzWQVHI190YIfrfho4Fr,N,0.598,0.311,0.0565,0.865,0.896,0.119,0.706,156.062,2
Mr Loverman,Ricky Montgomery,5NvOZCjZaGGGL597exlQWv,N,0.432,0.652,0.0285,0.262,0.0,0.258,0.507,190.028,0
Not Nice,Megan Thee Stallion,0c2FTEe9NMeTD0WZ3eivsA,N,0.938,0.596,0.421,0.018,0.00025,0.111,0.355,129.919,4
Left And Right (Feat. Jung Kook Of Bts),Charlie Puth,5QGooKayQPVZMUDc8Qt3Dm,N,0.726,0.829,0.111,0.146,0.0,0.0916,0.95,149.994,1
Sorry Not Sorry,Dj Khaled,72SbnBZ92iYEDbiFroK8bv,N,0.471,0.219,0.0326,0.399,0.68,0.155,0.0909,148.016,2
All Star,Lil Tecca,2WsuSYJNXGKXVYkHPnq2yp,N,0.684,0.671,0.289,0.0119,0.0,0.0769,0.45,179.987,4
Let'S Start The New Year Off Right,Bing Crosby,2JwJqDEqC5IPl5bN3klNHD,N,0.18,0.137,0.0336,0.964,0.42,0.123,0.211,91.049,2
Pop Star,Dababy,0widrZ6KVNuIPhbM1rWPDR,N,0.891,0.67,0.135,0.203,0.00273,0.11,0.938,128.046,1
Come First,Terror Jr,1IPIgDNQNF9dFHkyOEkojp,N,0.758,0.799,0.0306,0.0133,0.00175,0.0935,0.603,134.036,1
Wild At Heart,Lana Del Rey,4kV9HJNDB2lYqjeIg95LIo,N,0.658,0.0655,0.0546,0.991,0.936,0.11,0.176,110.306,2
